221,62
93,357
354,237
321,268
132,65
194,14
281,351
61,294
300,19
256,184
183,190
1,59
158,175
317,397
334,89
342,67
87,347
330,185
92,311
111,318
139,326
163,226
336,117
10,242
334,4
102,159
41,122
237,286
301,352
65,22
99,396
159,115
73,325
192,176
46,212
152,105
330,64
125,373
399,305
65,365
361,185
249,247
109,69
92,283
86,156
107,145
126,124
45,394
237,39
370,349
130,316
384,94
21,161
152,173
215,386
297,42
112,70
324,22
12,108
379,78
165,80
69,305
49,208
329,147
385,57
31,244
246,400
79,240
80,142
342,222
257,158
225,171
23,202
378,160
355,44
71,135
295,69
203,123
62,361
382,35
106,93
327,199
210,106
265,57
188,320
345,140
39,25
263,320
37,317
214,377
175,227
334,133
23,145
237,187
133,123
60,384
50,139
262,287
62,130
287,11
36,149
119,238
240,313
207,340
54,246
378,106
188,117
231,387
86,47
41,340
164,203
232,142
255,329
25,40
372,264
16,373
350,116
40,309
124,377
34,143
19,334
10,149
139,369
213,13
24,348
232,75
76,327
357,119
174,235
224,104
189,208
19,212
313,10
264,357
115,271
156,161
346,213
303,346
340,48
60,162
3,21
214,323
138,249
293,132
55,268
351,128
43,301
67,118
163,118
375,76
206,63
88,325
141,118
398,241
152,284
121,387
137,0
272,91
109,356
140,313
183,81
34,111
341,224
282,257
399,299
188,87
29,250
256,166
151,293
262,10
260,134
124,320
298,86
325,136
196,377
63,262
389,209
340,21
301,176
116,241
112,212
258,89
396,192
299,65
160,78
106,370
100,119
365,169
66,388
389,18
286,389
135,336
177,307
88,47
319,280
68,67
108,333
187,333
254,61
48,59
49,270
37,67
13,385
185,252
84,377
84,325
95,387
135,132
211,270
328,170
36,108
170,313
177,271
91,103
28,394
374,73
209,95
167,368
154,139
47,323
158,171
197,238
299,202
148,228
204,183
194,1
239,264
300,16
381,265
81,156
23,25
370,233
297,136
374,323
80,100
360,259
14,219
219,59
196,331
219,294
316,227
158,323
214,252
321,352
169,171
322,78
335,104
227,129
253,397
15,58
316,89
327,344
330,148
28,307
396,355
87,133
300,1
326,98
149,206
52,116
82,367
110,157
257,242
326,57
338,228
337,271
1,114
373,267
193,48
297,391
42,153
187,344
201,215
375,197
316,260
228,218
249,122
81,61
335,297
214,345
129,131
372,135
140,347
55,365
67,105
322,366
141,302
39,137
208,35
285,313
373,280
267,306
3,357
133,385
120,225
297,92
265,129
194,146
78,258
383,165
329,270
192,335
188,54
309,52
215,173
19,217
178,67
108,87
274,396
293,189
394,2
260,354
36,89
151,201
231,339
189,308
98,81
248,62
127,119
391,374
160,398
327,23
102,285
399,85
210,201
332,345
46,332
289,266
209,208
343,329
379,235
200,9
105,174
145,205
156,240
215,190
154,387
224,350
290,140
338,362
62,53
161,69
58,202
175,59
229,378
185,102
393,383
61,53
161,383
203,395
139,277
295,29
399,275
188,335
204,100
99,161
352,174
245,361
112,353
141,358
28,35
55,215
392,169
272,361
281,310
24,178
249,383
349,243
74,51
189,17
144,281
360,267
238,119
338,80
32,47
333,330
225,37
225,241
174,301
118,123
1,340
176,218
382,289
170,138
158,171
62,389
393,202
139,266
36,262
267,385
377,240
265,307
271,298
144,65
243,362
225,221
177,206
333,114
18,78
79,205
383,200
9,381
75,310
174,67
357,191
335,48
80,158
298,160
123,1
167,301
329,67
16,2
152,310
193,161
258,151
281,175
37,93
386,180
69,320
99,5
65,112
122,364
200,100
318,248
262,142
133,50
1,217
262,384
6,107
288,41
72,89
107,360
248,228
223,203
302,285
2,199
107,247
348,126
109,399
385,94
130,304
300,207
49,379
200,32
218,217
261,216
146,153
295,8
204,223
51,185
336,96
329,94
318,89
349,278
51,118
190,228
373,55
315,374
185,305
197,371
84,218
354,20
60,24
108,304
80,214
295,375
374,223
292,227
205,156
96,382
341,101
347,193
220,25
10,244
244,301
162,97
378,25
310,29
93,123
324,67
253,155
105,398
105,24
79,215
372,0
196,342
76,289
261,317
158,51
248,84
327,130
25,85
375,319
49,398
301,384
68,100
338,278
163,185
184,246
306,280
295,338
258,71
184,153
271,267
137,381
366,223
65,55
303,308
41,269
274,226
35,347
232,30
16,294
303,305
114,361
83,79
171,336
97,29
183,121
73,118
147,77
123,259
52,145
303,190
209,1
335,244
303,375
181,6
155,389
389,180
93,78
35,366
47,222
316,131
221,193
21,352
17,28
393,236
266,280
181,139
394,109
280,216
281,10
365,41
399,307
287,219
205,6
211,343
78,89
357,106
315,97
57,279
132,2
122,272
163,103
162,310
250,69
26,338
349,82
82,132
324,322
199,278
29,358
209,38
13,236
339,354
229,35
31,354
83,169
355,73
339,133
255,340
183,335
194,237
237,189
14,70
182,335
192,307
80,337
73,378
112,226
83,143
166,316
185,76
230,58
57,313
60,86
329,287
169,86
57,205
283,340
344,113
2,220
371,186
350,386
314,241
91,271
303,335
373,207
218,175
268,173
283,14
119,68
284,316
264,197
210,14
270,22
100,378
52,292
149,84
150,52
385,362
316,341
160,193
245,143
354,32
200,196
265,60
137,378
159,41
281,136
104,88
72,349
370,51
48,240
58,105
44,304
93,104
159,316
26,355
20,219
158,71
145,388
219,334
188,299
165,2
295,31
338,40
355,365
80,58
256,147
25,180
241,29
46,399
303,198
206,283
225,115
348,122
62,250
139,175
73,212
286,244
302,288
276,349
324,120
320,382
150,35
158,66
186,90
216,208
99,360
72,217
386,325
226,155
100,283
74,383
304,260
301,346
194,109
258,307
75,173
131,271
368,117
40,360
30,245
283,384
322,288
138,149
209,261
97,377
15,56
344,286
99,257
64,207
237,230
283,374
288,83
268,386
73,100
37,38
364,21
330,231
98,310
156,15
151,83
180,296
391,237
181,271
346,339
185,94
173,66
211,203
272,312
164,149
44,5
338,329
248,258
12,79
269,92
17,2
67,378
387,18
276,369
9,12
130,257
10,29
170,296
320,129
88,347
308,368
195,321
349,109
26,379
244,375
207,190
1,236
383,373
107,63
334,371
156,324
137,300
177,193
9,138
70,196
201,237
4,315
175,161
145,159
270,370
352,325
232,109
370,43
18,108
380,81
148,220
28,351
92,121
388,260
304,104
146,226
91,354
169,218
222,52
258,310
15,348
116,376
153,323
282,179
390,91
211,377
321,363
165,116
79,350
351,356
69,139
262,184
367,68
192,184
296,72
345,65
261,44
304,202
207,43
118,198
356,331
184,332
295,269
28,153
338,391
57,67
310,294
361,115
400,10
244,394
265,100
322,31
331,295
2,23
305,400
303,214
61,175
243,187
233,10
164,171
147,62
136,231
251,57
174,257
100,387
221,36
38,226
175,63
334,263
11,219
372,147
319,76
33,206
384,6
61,85
399,200
13,37
72,232
204,223
373,15
353,10
207,134
318,72
39,41
204,223
199,165
31,151
256,290
262,385
235,72
381,377
288,394
325,339
331,219
319,297
246,347
195,368
33,373
256,257
140,36
257,355
195,379
341,385
171,152
89,291
161,256
355,202
173,84
358,47
288,36
0,325
355,221
30,297
77,236
202,216
41,103
291,131
162,10
335,184
153,240
119,130
334,66
397,208
25,275
278,235
223,396
253,5
311,276
94,300
149,384
120,316
74,354
18,350
344,65
18,96
161,123
281,119
83,1
4,74
274,220
221,253
31,355
284,158
290,36
246,285
129,67
247,320
281,173
208,117
50,46
290,202
14,102
280,14
330,159
4,185
316,156
95,377
25,120
167,272
233,73
334,31
251,389
239,180
69,71
172,397
231,5
92,168
389,333
100,224
245,3
163,153
206,244
227,246
71,371
223,178
138,275
348,142
71,165
134,116
394,215
108,234
123,268
4,27
4,355
306,382
179,307
17,83
21,326
380,371
158,39
325,54
350,360
232,291
69,177
206,202
147,145
155,33
237,52
63,64
356,30
292,102
337,105
259,336
264,399
122,83
331,13
377,102
84,326
152,238
352,129
235,91
120,180
319,339
91,139
75,108
206,224
15,154
315,219
397,358
4,182
196,233
3,136
69,165
275,306
330,164
336,347
385,256
56,79
135,355
143,33
336,254
221,288
79,265
237,363
182,145
208,223
250,381
13,362
6,256
211,121
163,202
6,140
318,82
330,147
120,275
288,349
10,369
143,6
71,227
383,295
213,245
28,58
73,265
188,238
366,183
235,192
269,101
248,173
9,231
65,387
131,131
176,386
348,262
36,278
355,329
2,325
314,82
42,253
87,159
306,53
91,35
260,261
21,101
30,77
304,178
126,396
94,303
287,35
387,37
39,341
192,101
15,390
34,30
114,274
2,196
229,178
40,34
229,0
249,92
280,137
134,110
172,400
181,220
161,302
374,149
210,18
177,126
147,142
154,50
77,3
182,76
351,252
395,321
196,14
191,341
184,24
286,357
237,296
118,20
154,342
86,44
111,150
8,244
4,129
294,28
1,179
38,94
195,354
389,393
249,112
379,399
77,105
184,333
116,22
166,40
159,122
292,175
398,225
33,91
76,249
318,302
165,396
129,28
326,301
273,15
161,310
396,197
27,193
22,108
13,98
8,254
161,185
60,188
316,313
123,17
128,304
398,269
52,159
229,231
372,237
39,108
397,280
210,204
166,277
98,39
392,135
20,115
273,327
222,326
264,388
91,212
190,334
391,185
290,345
372,278
66,389
339,240
117,245
292,137
243,45
236,106
242,370
399,192
141,167
71,221
244,246
151,366
163,280
393,308
30,26
14,275
106,52
98,211
212,348
378,308
260,310
26,306
47,119
119,61
72,139
118,96
379,16
367,127
382,42
340,278
85,346
111,110
9,212
52,172
21,272
201,200
149,365
273,138
394,55
13,151
211,356
76,51
295,91
211,80
348,290
271,15
38,15
92,347
175,20
37,315
2,385
261,29
340,39
165,319
4,382
253,276
374,241
379,390
11,375
130,54
159,21
4,281
46,25
183,297
219,312
71,165
168,110
384,213
97,225
185,366
253,263
134,333
94,71
371,203
241,387
81,174
315,98
14,350
367,178
138,330
245,254
353,136
293,257
63,354
196,193
176,397
256,34
287,118
334,153
86,40
193,223
72,332
218,162
271,396
133,232
78,194
41,378
12,99
195,400
293,132
186,328
284,169
23,0
168,229
152,254
279,209
390,377
275,344
0,226
12,311
138,334
265,314
226,196
258,135
333,78
107,382
400,290
26,256
7,365
357,130
376,126
175,346
62,352
167,101
14,311
114,265
380,285
88,152
261,116
372,44
61,143
156,343
18,352
268,207
11,182
56,287
88,383
301,348
49,28
139,304
139,220
163,329
11,189
212,126
154,317
292,95
299,41
217,59
188,306
96,341
100,146
119,25
291,220
305,248
278,105
161,336
25,366
321,315
120,167
152,13
210,7
386,59
327,198
261,277
4,19
269,170
287,79
311,1
118,31
135,80
19,278
288,213
165,348
46,179
384,6
205,294
13,102
219,137
187,90
177,145
121,56
231,324
276,174
236,344
158,189
255,117
46,252
196,135
100,65
302,354
160,229
288,366
350,202
268,89
143,266
145,143
226,8
5,268
215,18
247,310
392,7
310,36
125,17
79,255
329,142
207,150
288,381
244,134
5,250
100,204
368,1
281,162
189,114
181,154
300,268
389,337
176,234
302,258
13,152
248,194
349,75
23,337
66,244
341,257
71,120
1,374
284,184
17,278
273,47
124,196
8,49
20,61
176,178
369,100
96,137
127,11
121,193
243,327
119,311
327,143
21,291
117,396
225,70
23,213
385,373
6,140
136,9
227,11
124,285
318,90
282,52
385,140
126,125
176,294
157,363
285,39
355,109
354,353
395,175
62,27
354,162
115,76
276,288
124,350
126,330
81,273
219,159
181,301
346,220
234,62
61,69
345,351
56,114
64,376
156,365
209,59
146,83
141,383
57,366
152,35
356,42
217,45
233,154
97,115
53,226
154,33
349,263
368,333
314,156
77,56
308,278
118,363
40,375
155,160
70,74
249,287
176,252
21,143
229,365
336,147
268,307
257,400
143,288
34,142
320,104
222,384
78,309
109,203
181,135
181,337
359,288
370,41
246,308
109,96
7,220
202,269
322,164
95,245
78,75
330,175
399,102
353,183
121,28
275,367
339,361
267,310
281,187
221,94
204,187
25,377
147,218
213,80
397,388
153,342
385,76
160,214
345,244
259,23
306,392
137,113
349,357
9,176
346,376
391,22
60,220
157,259
12,225
172,129
128,188
374,59
45,32
66,177
104,32
57,398
189,8
321,58
321,213
295,25
288,74
14,110
369,156
390,395
135,162
198,293
351,152
210,222
108,116
25,72
168,251
126,241
192,55
190,195
190,337
46,217
35,168
337,330
345,10
147,129
264,209
386,191
248,165
30,34
326,94
232,365
381,255
25,314
377,153
56,361
65,184
136,366
64,220
47,85
110,191
230,160
98,217
207,210
266,189
279,134
339,259
107,47
200,104
388,258
139,197
255,207
290,212
18,105
47,216
46,191
173,230
48,343
250,245
164,281
343,64
226,141
138,37
290,278
264,207
229,347
137,76
391,3
55,279
132,73
281,93
392,322
291,268
152,378
385,2
170,270
32,50
167,356
149,98
166,62
394,3
98,297
159,365
170,88
152,154
174,278
180,285
379,30
331,75
365,70
24,89
31,318
224,296
35,33
145,84
254,315
286,187
253,68
112,392
382,161
344,251
198,220
143,65
347,16
185,256
200,314
22,353
228,291
113,182
304,295
206,309
335,225
47,237
38,304
274,216
220,301
252,369
165,163
178,158
210,145
101,81
366,247
236,282
242,202
113,46
385,22
102,293
212,390
273,66
70,306
33,143
179,38
261,32
373,12
321,75
257,382
248,163
218,316
357,150
256,347
9,353
74,77
398,278
366,392
351,42
232,126
72,299
34,171
130,348
170,255
364,388
142,373
57,310
341,218
117,301
210,297
280,66
319,351
162,235
271,226
383,312
261,145
13,350
93,67
166,250
338,144
110,369
323,245
123,171
356,19
138,30
193,377
42,93
220,73
325,178
307,371
308,239
318,195
207,106
358,386
242,19
363,296
102,328
226,254
244,6
196,192
356,297
117,320
384,42
325,15
339,265
18,335
251,255
216,18
76,246
231,148
37,76
374,67
178,373
153,271
288,198
178,206
27,29
188,135
384,390
179,121
400,82
246,111
388,310
336,23
184,353
359,213
91,27
298,32
77,162
279,56
390,242
226,54
33,276
371,293
349,365
378,149
241,148
153,201
219,231
56,118
296,74
43,143
199,71
328,131
365,273
168,140
358,206
332,36
155,299
353,197
96,120
99,215
274,27
356,332
334,76
241,31
132,369
32,369
136,125
204,315
53,334
274,254
217,265
91,118
165,19
349,241
97,81
89,37
378,315
25,189
248,15
198,399
96,397
1,97
155,382
378,390
128,117
129,286
285,206
208,294
84,252
91,267
128,155
133,126
336,324
92,368
295,368
367,254
227,303
312,379
308,56
329,40
212,28
189,314
391,325
85,237
121,165
244,79
208,304
216,279
71,80
97,19
265,223
7,335
295,233
197,153
324,27
341,187
350,329
195,5
280,115
234,395
0,105
217,273
240,324
12,179
234,305
272,87
6,308
339,330
106,236
142,90
343,126
359,230
59,274
63,17
103,209
187,77
308,359
215,177
326,102
335,84
41,126
52,339
203,134
118,233
198,83
243,343
287,346
357,232
128,41
27,350
116,337
167,101
315,123
29,97
237,169
225,315
21,51
291,108
196,326
293,178
346,298
121,78
50,26
319,42
264,392
25,227
98,304
140,285
233,244
94,333
14,163
292,118
281,231
330,304
387,281
15,195
156,392
266,379
24,167
272,46
208,149
381,161
88,325
351,254
287,249
334,317
60,227
213,311
67,140
318,37
102,363
33,32
89,219
101,363
313,397
309,276
229,264
290,363
273,98
19,179
214,364
97,381
345,303
316,282
53,74
293,303
400,228
328,154
118,379
379,159
377,249
207,292
291,95
0,349
35,345
365,162
15,142
162,360
139,308
197,111
60,313
244,336
372,128
367,83
92,176
335,255
157,298
358,263
105,73
109,373
317,168
195,5
40,365
94,201
5,120
21,9
144,96
214,177
24,350
103,33
80,352
28,343
134,1
196,196
206,209
220,158
81,35
202,144
38,35
283,289
265,115
249,397
33,322
366,283
320,84
122,172
281,48
82,283
172,394
361,65
140,67
342,59
231,341
188,44
381,23
327,335
297,130
359,285
125,292
214,105
387,321
213,34
134,252
382,294
60,219
345,387
358,364
292,161
204,380
222,55
9,97
319,29
5,326
288,0
65,268
324,83
49,47
76,336
12,219
9,120
47,66
298,287
160,149
276,12
118,156
142,3
58,349
353,266
322,273
47,177
56,242
75,7
42,173
183,136
14,95
219,255
262,333
180,34
102,374
355,77
13,40
30,383
145,187
263,264
5,243
52,167
262,287
55,110
30,49
246,317
165,229
385,118
2,307
300,126
272,192
190,217
2,194
149,132
89,4
328,330
198,88
3,64
343,286
41,3
12,89
157,156
304,119
88,331
145,4
14,343
261,281
393,279
397,230
382,110
100,258
57,188
106,54
73,230
0,102
86,247
77,314
178,367
185,4
121,115
62,149
94,95
36,62
225,202
389,298
338,328
400,246
392,78
385,297
148,342
103,7
353,29
15,206
115,322
356,374
318,349
157,293
273,234
96,180
40,218
281,231
31,369
9,298
107,98
284,309
125,160
152,242
86,137
276,139
148,200
50,304
367,262
250,236
389,90
255,331
220,49
331,117
334,46
22,11
16,144
255,256
287,177
96,345
32,398
244,295
162,235
340,145
7,258
289,205
66,276
248,246
296,309
305,178
237,147
37,261
279,93
30,258
141,298
387,322
239,122
366,319
249,305
39,163
88,251
325,67
233,294
330,286
130,249
19,312
19,314
147,70
295,61
263,73
150,226
334,9
14,182
175,112
94,200
118,190
30,32
86,262
230,96
381,326
109,123
333,151
218,91
292,104
280,4
181,311
59,271
152,161
377,282
398,243
387,269
120,77
199,384
226,397
365,388
34,111
96,45
75,14
354,372
85,148
162,267
261,31
13,260
357,59
62,61
299,268
122,250
366,386
296,309
296,71
298,131
392,184
367,290
245,85
114,136
104,63
290,362
381,62
119,119
177,248
366,278
198,11
231,41
305,156
193,399
53,4
179,262
174,293
237,178
8,217
395,261
165,275
185,341
348,61
273,169
97,356
111,174
193,358
367,328
115,372
90,254
51,307
267,95
302,17
43,107
389,288
124,168
74,186
301,280
228,298
316,167
53,371
333,108
345,144
341,48
237,98
214,37
146,312
53,168
15,115
271,205
33,168
350,168
162,382
114,187
91,390
205,238
304,352
296,239
98,26
69,278
357,239
179,0
379,361
51,311
307,235
185,96
299,387
141,234
228,188
26,273
117,399
125,179
268,168
261,341
192,13
92,203
153,339
78,62
297,258
1,62
218,126
233,400
363,14
326,232
73,60
115,376
170,116
240,369
205,155
142,382
330,379
223,19
107,314
220,323
342,199
132,360
25,241
308,100
356,234
145,106
362,341
20,79
238,95
160,203
201,343
140,133
39,57
21,277
178,309
96,269
302,333
122,395
219,372
357,13
33,303
219,220
382,61
207,333
229,77
105,215
44,95
113,385
382,85
347,296
266,304
60,217
158,114
216,268
398,370
148,278
132,195
100,356
172,141
155,290
28,221
86,22
236,202
268,375
399,209
251,200
172,198
17,216
312,271
126,174
108,156
272,61
6,129
368,169
400,289
163,367
158,13
240,388
333,143
87,319
99,214
99,177
293,228
18,39
191,197
130,151
359,237
255,368
230,139
323,96
307,34
342,261
164,37
139,235
273,376
12,207
98,251
218,38
257,319
230,98
304,180
331,214
195,365
146,240
348,76
131,95
175,303
207,266
391,64
308,91
173,106
304,358
372,253
315,46
170,220
26,157
388,182
19,303
123,382
165,286
89,322
142,221
65,20
53,368
374,317
182,204
261,219
255,314
208,137
100,194
147,270
69,84
225,372
7,308
352,19
240,202
262,394
399,244
315,97
69,121
282,205
374,346
375,363
176,233
103,235
333,224
268,297
8,397
399,164
143,64
362,181
125,263
106,198
353,72
305,348
12,171
104,333
214,310
40,388
310,154
359,104
180,262
77,326
188,191
16,254
386,354
49,172
251,382
246,365
178,25
300,199
66,19
108,177
272,352
366,370
52,9
399,177
214,30
48,204
390,300
148,34
152,134
261,135
24,28
320,210
144,29
39,218
75,363
196,132
20,322
34,240
18,362
123,120
323,107
39,176
336,114
50,33
386,311
95,60
190,81
270,34
3,363
204,283
186,270
57,118
154,208
2,171
175,277
295,138
100,186
131,191
36,239
354,256
79,154
71,139
42,379
40,394
86,210
158,184
325,227
124,117
327,400
130,317
336,229
66,241
120,338
218,71
180,226
64,41
154,340
282,158
33,28
165,73
91,5
312,59
135,263
127,331
246,47
371,57
222,23
38,145
74,221
359,17
276,108
273,167
257,201
342,349
315,285
66,39
157,260
213,99
162,75
340,225
42,111
247,351
250,212
135,279
365,356
241,160
216,170
46,373
70,334
263,224
208,79
43,337
363,263
254,19
320,10
175,215
314,15
7,6
163,83
219,273
236,206
375,176
129,141
384,356
28,42
90,124
188,137
228,267
371,248
282,170
128,73
85,264
156,2
3,354
226,191
328,369
288,234
306,269
229,315
351,122
79,28
168,95
365,145
9,334
206,358
281,312
108,248
266,73
345,350
313,7
70,306
105,177
228,369
15,263
204,301
261,90
200,126
289,64
339,173
121,206
375,199
37,183
370,9
370,240
161,317
106,393
50,377
237,279
3,205
206,113
149,49
120,258
86,319
308,349
45,394
173,341
91,295
39,68
254,49
228,15
252,222
157,201
156,266
215,31
293,134
17,141
312,213
357,232
155,226
288,293
221,318
201,346
365,253
143,103
6,214
81,22
254,294
71,386
308,290
81,314
131,278
301,305
174,113
216,326
379,7
111,366
239,353
60,211
145,212
261,123
273,363
369,89
208,142
269,284
327,122
130,318
71,344
101,32
58,166
397,289
252,312
348,160
45,365
87,79
308,383
59,302
317,168
179,51
389,366
296,195
268,280
117,278
333,277
89,286
67,242
29,352
276,104
309,301
116,197
128,189
152,234
181,0
150,398
287,368
178,355
7,204
83,251
324,302
382,290
19,192
186,347
16,181
24,43
28,24
310,365
10,342
263,381
199,334
64,116
333,322
336,19
5,226
182,33
194,352
222,12
201,153
186,344
136,141
25,156
245,286
229,30
49,169
189,338
247,332
172,30
101,80
2,208
257,271
293,230
237,315
281,317
388,123
316,215
63,393
244,75
342,29
25,125
92,234
111,17
196,10
234,229
91,13
207,116
202,374
382,279
315,326
391,358
21,204
137,257
180,54
390,111
134,238
298,45
323,236
179,260
242,360
249,263
343,395
100,79
265,291
16,399
39,380
69,302
191,94
307,245
55,133
307,74
331,192
112,299
362,116
93,116
141,119
348,379
291,169
383,152
176,259
226,209
356,59
286,131
182,223
79,208
261,172
67,244
363,230
292,168
129,235
150,234
232,271
288,313
364,339
101,390
331,201
346,68
122,338
114,68
34,262
70,269
27,68
184,149
291,89
22,313
353,193
155,28
187,18
63,242
49,79
78,249
276,70
387,380
90,46
151,288
104,379
318,81
398,246
188,9
311,250
205,328
192,313
89,191
69,79
190,71
239,356
255,252
343,174
392,299
129,125
265,261
334,261
319,60
250,375
384,48
3,326
117,348
101,92
65,162
345,306
215,362
83,264
125,384
323,326
371,25
169,342
145,248
358,50
172,243
48,360
164,261
135,22
196,194
4,191
399,276
348,333
36,268
365,400
116,50
345,281
218,102
269,352
333,172
120,168
197,48
287,348
394,93
348,301
283,375
29,344
135,43
367,238
62,31
371,331
362,97
325,397
30,361
332,125
42,288
174,139
125,208
291,27
119,43
38,141
156,54
64,83
218,353
117,264
264,76
93,314
233,347
274,293
350,32
57,135
140,129
313,174
86,63
44,157
216,193
218,205
157,274
231,28
84,249
302,91
127,324
385,11
219,46
87,177
10,351
382,390
30,296
7,77
373,197
281,59
63,232
225,136
276,161
113,391
203,166
223,95
172,201
223,20
254,86
223,309
265,79
214,101
81,161
49,174
128,4
181,391
119,103
304,73
227,321
169,21
188,228
296,345
209,188
319,348
117,0
240,129
166,243
357,264
139,135
21,62
93,382
216,59
123,167
67,326
262,186
85,113
76,282
381,140
262,66
307,387
161,195
194,371
226,379
27,232
112,252
183,166
281,350
354,272
330,258
96,75
28,126
233,326
103,231
57,66
65,267
373,206
266,132
1,121
380,225
50,289
31,350
207,284
146,236
78,38
370,256
69,129
302,3
164,35
69,343
138,359
147,138
205,86
150,244
270,110
117,361
6,75
127,217
343,67
278,382
293,161
176,32
136,227
366,45
226,295
57,219
305,126
218,186
127,355
53,147
207,242
227,221
192,279
288,396
70,154
121,124
319,221
110,169
49,306
51,162
396,53
375,123
205,381
254,357
266,179
304,104
390,153
115,305
119,356
73,238
161,28
282,399
250,293
101,195
398,212
197,305
134,174
143,124
176,106
230,123
136,318
285,372
366,400
147,128
275,55
117,373
316,296
212,77
240,270
335,206
111,276
242,391
380,259
141,208
288,254
115,15
242,299
136,104
222,370
162,194
272,323
114,195
